,v_state,t_state,county,tweets_count,ADI,month,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,administered_dose1_pop_pct_12,administered_dose1_pop_pct_01,administered_dose1_pop_pct_02,administered_dose1_pop_pct_03,svi_ctgy,metro_status,census2019,Dominant Topic
118,VA,Virginia,Arlington County,1,6.0,3,0.087904983,0.096609368,0.073436769,0.068869266,0.096087095,0.098207673,0.067746162,0.08461547,0.112414539,0.077735317,0.111373949,0.0,4.0,8.7,17.3,A,Metro,236842,9
119,PA,Pennsylvania,Armstrong County,2,67.5,3,0.097483054,0.0,0.068475954,0.0,0.0,0.351123065,0.0,0.0,0.0,0.0,0.4475573,0.0,5.9,13.7,31.5,A,Metro,64735,11
120,ME,Maine,Aroostook County,4,75.0,3,0.007577189,0.007576678,0.237195196,0.158095379,0.007576947,0.007576971,0.00757661,0.007577025,0.007576736,0.099461209,0.424231678,0.0,10.6,18.4,34.7,C,Non-metro,67055,11
121,LA,Louisiana,Ascension Parish,4,43.0,1,0.055422271,0.013272445,0.013273828,0.11793102,0.10816424,0.239794292,0.013272361,0.120771296,0.280185318,0.013272241,0.013272797,0.0,6.7,11.5,23.2,B,Metro,126604,9
122,LA,Louisiana,Ascension Parish,43,43.0,2,0.139762158,0.012753908,0.035878038,0.012753644,0.077512859,0.428115308,0.012753777,0.01275435,0.234972247,0.012753668,0.012754694,0.0,6.7,11.5,23.2,B,Metro,126604,6
123,LA,Louisiana,Ascension Parish,1,43.0,3,0.068347467,0.075455798,0.043101875,0.108394259,0.087884515,0.077662792,0.091913664,0.062016431,0.225901954,0.050221239,0.08555862,0.0,6.7,11.5,23.2,B,Metro,126604,9
124,NC,North Carolina,Ashe County,1,65.5,3,0.458449274,0.0,0.0,0.102945864,0.285946548,0.0,0.119143151,0.0,0.0,0.0,0.0,0.0,7.8,18.0,31.8,B,Non-metro,27203,1
125,OH,Ohio,Ashland County,6,59.5,2,0.183924615,0.099577554,0.073566668,0.0,0.0,0.359734178,0.070474878,0.0,0.185893878,0.0,0.0,0.0,3.6,7.9,15.4,B,Non-metro,53484,6
126,OH,Ohio,Ashland County,1,59.5,3,0.034461688,0.1872213,0.005052037,0.149341801,0.054190611,0.062560429,0.073081183,0.117061346,0.063076074,0.083478466,0.134399233,0.0,3.6,7.9,15.4,B,Non-metro,53484,2
127,WI,Wisconsin,Ashland County,2,69.0,2,0.0,0.163809925,0.0,0.0,0.287530601,0.179278031,0.0,0.0,0.0,0.0,0.335863829,0.0,0.0,24.0,38.9,C,Non-metro,15562,11
128,WI,Wisconsin,Ashland County,1,69.0,3,0.175466541,0.138186365,0.083098523,0.0,0.07896287,0.173020214,0.041594125,0.199778125,0.091130339,0.0,0.0,0.0,0.0,24.0,38.9,C,Non-metro,15562,8
129,OH,Ohio,Ashtabula County,1,72.0,1,0.011391805,0.14757584,0.011393297,0.282480091,0.01139209,0.011392297,0.011392138,0.01139324,0.478803426,0.011392936,0.011392831,0.0,5.1,9.4,18.4,D,Non-metro,97241,9
130,OH,Ohio,Ashtabula County,12,72.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337372065,0.0,0.580796003,0.0,5.1,9.4,18.4,D,Non-metro,97241,11
131,OH,Ohio,Ashtabula County,1,72.0,3,0.042869051,0.121992261,0.007472336,0.107897814,0.120240136,0.125466595,0.056483066,0.096646278,0.231092178,0.015625175,0.053365685,0.0,5.1,9.4,18.4,D,Non-metro,97241,9
132,LA,Louisiana,Assumption Parish,3,64.0,2,0.179024756,0.0,0.0,0.114991203,0.0,0.058721565,0.0,0.0,0.054708406,0.40599972,0.166625902,0.0,7.6,12.7,21.7,D,Non-metro,21891,10
133,LA,Louisiana,Assumption Parish,5,64.0,3,0.0,0.060617335,0.050853719,0.053533117,0.050510655,0.039565782,0.017297025,0.298215946,0.358149727,0.031975371,0.0,0.0,7.6,12.7,21.7,D,Non-metro,21891,9
134,TX,Texas,Atascosa County,3,72.0,3,0.13220461,0.041307532,0.00530434,0.005304159,0.194558437,0.117163948,0.092962183,0.024182636,0.356621573,0.005304155,0.005304536,0.0,0.0,0.0,0.0,D,Metro,51153,9
135,KS,Kansas,Atchison County,8,71.0,3,0.151783259,0.028132612,0.101058514,0.090368902,0.008122534,0.162955124,0.008122117,0.095551435,0.255333625,0.008122047,0.084615255,0.0,7.1,12.7,23.2,B,Non-metro,16073,9
136,OH,Ohio,Athens County,12,74.0,1,0.010351041,0.053640325,0.010351166,0.010350759,0.091609688,0.139840444,0.010350999,0.106883337,0.450207952,0.024396468,0.076385747,0.0,4.9,11.1,20.1,C,Non-metro,65327,9
137,OH,Ohio,Athens County,57,74.0,2,0.100261454,0.006931733,0.022357426,0.078419047,0.149207727,0.122081528,0.036232355,0.01905684,0.300270308,0.076800144,0.061418293,0.0,4.9,11.1,20.1,C,Non-metro,65327,9
138,OH,Ohio,Athens County,10,74.0,3,0.111747086,0.072691248,0.069240876,0.042966327,0.085960239,0.096944717,0.112246488,0.085484576,0.137087855,0.048843285,0.106764248,0.0,4.9,11.1,20.1,C,Non-metro,65327,9
139,NJ,New Jersey,Atlantic County,18,36.0,1,0.11084115,0.101654748,0.001895884,0.118326669,0.093305103,0.001895996,0.182969804,0.056439601,0.154590508,0.066059525,0.066469784,0.0,7.2,15.6,33.9,D,Metro,263670,7
140,NJ,New Jersey,Atlantic County,173,36.0,2,0.096864062,0.024376997,0.039005386,0.065892695,0.061555096,0.087526562,0.083118706,0.126136557,0.077347575,0.145005669,0.166520159,0.0,7.2,15.6,33.9,D,Metro,263670,11
141,NJ,New Jersey,Atlantic County,1,36.0,3,0.090396428,0.059765002,0.076118234,0.073477892,0.098367012,0.092564142,0.084289002,0.062564653,0.115168898,0.083393891,0.135885365,0.0,7.2,15.6,33.9,D,Metro,263670,11
142,OH,Ohio,Auglaize County,1,57.0,2,0.018183902,0.018183647,0.01818287,0.01818325,0.018184019,0.018183772,0.018182935,0.018183805,0.018187242,0.018183585,0.818160951,0.0,3.9,8.6,20.2,A,Non-metro,45656,11
143,OH,Ohio,Auglaize County,1,57.0,3,0.0,0.0,0.395075738,0.0,0.0,0.0,0.0,0.0,0.31733191,0.0,0.221428141,0.0,3.9,8.6,20.2,A,Non-metro,45656,3
144,VA,Virginia,Augusta County,8,40.0,2,0.0,0.0,0.0,0.362261146,0.167660654,0.0,0.0,0.0,0.0,0.0,0.397326946,0.0,4.9,8.5,14.5,A,Metro,75558,11
145,VA,Virginia,Augusta County,6,40.0,3,0.039372435,0.018210647,0.034331589,0.108951464,0.20775791,0.066984805,0.028745986,0.086465934,0.17346279,0.030446308,0.177183523,0.0,4.9,8.5,14.5,A,Metro,75558,5
146,TX,Texas,Austin County,23,56.5,3,0.003031509,0.100249873,0.022588043,0.003031507,0.049367061,0.217815926,0.025346185,0.003031514,0.384658406,0.089089476,0.053607235,0.0,0.0,0.0,0.0,B,Metro,30032,9
147,AL,Alabama,Autauga County,79,59.5,1,0.02745883,0.05517705,0.024316426,0.112662666,0.086102477,0.116431492,0.075321641,0.028782376,0.213810788,0.109935346,0.12483271,0.0,3.6,8.7,15.5,B,Metro,55869,9
148,AL,Alabama,Autauga County,524,59.5,2,0.10066337,0.052833249,0.038807044,0.06259782,0.049401777,0.092063691,0.019261641,0.132357072,0.158998,0.091059711,0.177399733,0.0,3.6,8.7,15.5,B,Metro,55869,11
149,AL,Alabama,Autauga County,1,59.5,3,0.067705772,0.066151744,0.068390567,0.078587849,0.078648662,0.099942069,0.05952828,0.093231495,0.151483264,0.054680402,0.155341961,0.0,3.6,8.7,15.5,B,Metro,55869,11
150,OR,Oregon,Baker County,3,63.5,3,0.140512144,0.007576056,0.007576091,0.007575933,0.00757662,0.00757733,0.007576751,0.00757591,0.429448326,0.007575853,0.340832811,0.0,7.3,18.0,57.3,C,Non-metro,16124,9
151,AL,Alabama,Baldwin County,1,53.5,1,0.022741418,0.022738446,0.022738485,0.301358581,0.022740267,0.022741403,0.022739237,0.02273844,0.022740714,0.022738202,0.493984789,0.0,5.3,12.6,20.0,A,Metro,223234,11
152,AL,Alabama,Baldwin County,6,53.5,2,0.055446437,0.062917799,0.146756068,0.045448532,0.078057768,0.028734586,0.02693636,0.089388702,0.281056348,0.01221788,0.136756544,0.0,5.3,12.6,20.0,A,Metro,223234,9
153,AL,Alabama,Baldwin County,73,53.5,3,0.07469572,0.042369525,0.10532546,0.099350882,0.097644225,0.086352747,0.093200151,0.080710692,0.142538584,0.036412284,0.112355833,0.0,5.3,12.6,20.0,A,Metro,223234,9
154,GA,Georgia,Baldwin County,2,83.0,2,0.011369302,0.011368216,0.01136808,0.077969844,0.273820675,0.011369465,0.011368104,0.011368555,0.11977867,0.062962997,0.397256064,0.0,1.2,2.1,3.2,D,Non-metro,44890,11
155,GA,Georgia,Baldwin County,17,83.0,3,0.10181916,0.136681565,0.026042777,0.110837209,0.151152517,0.101003542,0.037838814,0.103527315,0.092554302,0.02346126,0.087857345,0.0,1.2,2.1,3.2,D,Non-metro,44890,5
156,MD,Maryland,Baltimore County,23,30.0,1,0.07958902,0.035749791,0.019112046,0.074100545,0.02391892,0.123738792,0.10819542,0.082089012,0.160610163,0.057340745,0.211655758,0.0,8.9,15.7,31.5,B,Metro,827370,11
157,MD,Maryland,Baltimore County,49,30.0,2,0.098682453,0.068445648,0.054205712,0.058173088,0.081061303,0.09409032,0.048866259,0.075788832,0.107731494,0.049922209,0.239189244,0.0,8.9,15.7,31.5,B,Metro,827370,11
158,MD,Maryland,Baltimore County,479,30.0,3,0.061442938,0.074987816,0.094288689,0.077432527,0.099121475,0.105208356,0.064103018,0.088182673,0.124028316,0.061364661,0.127056783,0.0,8.9,15.7,31.5,B,Metro,827370,11
159,ID,Idaho,Bannock County,1,62.5,1,0.0,0.554868221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363288552,0.0,0.0,6.0,14.2,26.4,C,Metro,87808,2
160,ID,Idaho,Bannock County,3,62.5,2,0.015154301,0.015153656,0.015153409,0.015153976,0.015153646,0.107915717,0.015153235,0.015153105,0.325519836,0.077424939,0.374083747,0.0,6.0,14.2,26.4,C,Metro,87808,11
161,ID,Idaho,Bannock County,17,62.5,3,0.079829821,0.089142374,0.042732831,0.104682965,0.033888499,0.118703494,0.045209292,0.079822614,0.245621,0.057018974,0.070173882,0.0,6.0,14.2,26.4,C,Metro,87808,9
162,AL,Alabama,Barbour County,2,84.0,2,0.232684709,0.0,0.088418804,0.0,0.182523161,0.242352359,0.0,0.0,0.184063315,0.031046392,0.0,0.0,4.5,8.6,13.9,D,Non-metro,24686,6
163,AL,Alabama,Barbour County,13,84.0,3,0.031184066,0.082976957,0.265438004,0.09347349,0.034417827,0.128611499,0.055540808,0.074151999,0.084384565,0.042055221,0.073853626,0.0,4.5,8.6,13.9,D,Non-metro,24686,3
164,PR,Puerto Rico,Barceloneta Municipio,1,90.0,2,0.509506226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416093439,0.0,0.0,9.0,17.4,B,Metro,23727,1
165,PR,Puerto Rico,Barceloneta Municipio,2,90.0,3,0.058912436,0.011364755,0.011364459,0.386351466,0.211298043,0.011364558,0.011364429,0.056621856,0.011364819,0.011364724,0.205365916,0.0,0.0,9.0,17.4,B,Metro,23727,4
166,ND,North Dakota,Barnes County,2,59.5,1,0.034128465,0.0,0.065897383,0.0,0.0,0.215828843,0.0,0.053434663,0.0,0.254241019,0.342165887,0.0,12.6,23.6,38.5,A,Non-metro,10415,11
167,ND,North Dakota,Barnes County,1,59.5,2,0.0,0.060756642,0.157114923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736597002,0.0,12.6,23.6,38.5,A,Non-metro,10415,11
168,MA,Massachusetts,Barnstable County,1,18.0,1,0.045464959,0.045462251,0.045462601,0.045462351,0.045462415,0.04546281,0.045462653,0.045469165,0.04546224,0.045464441,0.545364082,0.0,0.6,2.1,3.6,A,Metro,212990,11
169,MA,Massachusetts,Barnstable County,16,18.0,2,0.121798525,0.068555715,0.003426459,0.068027384,0.075522743,0.064851465,0.063095042,0.015208801,0.097197532,0.104311957,0.286446542,0.0,0.6,2.1,3.6,A,Metro,212990,11
170,MA,Massachusetts,Barnstable County,92,18.0,3,0.072523331,0.089133692,0.093180923,0.064767989,0.065198269,0.107531789,0.061925934,0.074117918,0.131248031,0.061884732,0.156908536,0.0,0.6,2.1,3.6,A,Metro,212990,11
171,PR,Puerto Rico,Barranquitas Municipio,2,91.5,3,0.014779405,0.014779591,0.014779423,0.553067528,0.014779477,0.014779296,0.014779327,0.014779497,0.014779516,0.014780444,0.313916471,0.0,5.0,9.7,21.3,D,Metro,27725,4
172,KY,Kentucky,Barren County,10,72.5,3,0.091739917,0.017267862,0.141979514,0.103770018,0.101384499,0.018917443,0.02467787,0.177070279,0.12203084,0.089279574,0.070678683,0.0,5.9,12.1,23.9,D,Non-metro,44249,8
173,WI,Wisconsin,Barron County,1,57.0,3,0.327096552,0.01515731,0.245160893,0.015155925,0.015157186,0.015157161,0.015155693,0.015156276,0.015157772,0.015155401,0.306489795,0.0,5.5,15.7,28.8,B,Non-metro,45244,1
174,GA,Georgia,Barrow County,1,60.5,2,0.588762403,0.010104012,0.010104116,0.196268424,0.01010395,0.010103921,0.010104506,0.010103886,0.01010387,0.1341369,0.010103987,0.0,1.4,2.7,5.7,B,Metro,83240,1
175,GA,Georgia,Barrow County,12,60.5,3,0.025129626,0.043766941,0.082787467,0.106497591,0.095399414,0.177737459,0.025748549,0.089668839,0.143851511,0.036515726,0.15336917,0.0,1.4,2.7,5.7,B,Metro,83240,6
176,MI,Michigan,Barry County,1,53.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.111871161,0.0,0.422252923,0.114611104,0.293321908,0.0,6.7,12.7,25.0,A,Metro,61550,9
177,MI,Michigan,Barry County,5,53.0,2,0.041175035,0.034665868,0.028863776,0.179540806,0.221388018,0.004547131,0.041112047,0.004547333,0.094564557,0.01931175,0.310965312,0.0,6.7,12.7,25.0,A,Metro,61550,11
178,MI,Michigan,Barry County,2,53.0,3,0.0,0.056554966,0.0,0.0,0.0,0.412981674,0.117900502,0.0,0.164138928,0.040908158,0.177386533,0.0,6.7,12.7,25.0,A,Metro,61550,6
179,MO,Missouri,Barry County,4,69.0,3,0.0,0.025518777,0.111414243,0.01816099,0.18537721,0.032584738,0.239229046,0.0,0.227696672,0.0,0.115630277,0.0,3.3,8.9,23.4,C,Non-metro,35789,7
180,IN,Indiana,Bartholomew County,9,54.0,2,0.052216154,0.072300828,0.008461969,0.142063485,0.087510453,0.049636462,0.076584347,0.093600636,0.277411661,0.024845621,0.09637933,0.0,6.2,15.3,25.6,B,Metro,83779,9
181,IN,Indiana,Bartholomew County,62,54.0,3,0.102208826,0.059795274,0.06276778,0.16061995,0.049962346,0.047855287,0.086752585,0.078891719,0.089600863,0.119048208,0.110917922,0.0,6.2,15.3,25.6,B,Metro,83779,4
182,KS,Kansas,Barton County,3,73.0,3,0.10970974,0.130673209,0.008423497,0.14906658,0.129709785,0.109485178,0.008422785,0.118157957,0.008422586,0.00842327,0.20245516,0.0,7.5,15.6,24.5,C,Non-metro,25779,11
183,GA,Georgia,Bartow County,1,60.0,2,0.272663057,0.0,0.0,0.0,0.0,0.0,0.0,0.688365877,0.0,0.0,0.0,0.0,1.6,2.3,4.5,C,Metro,107738,8
184,GA,Georgia,Bartow County,9,60.0,3,0.052391837,0.088858843,0.095053714,0.11924109,0.180369069,0.067222292,0.028941455,0.102055368,0.074436173,0.125161658,0.054814323,0.0,1.6,2.3,4.5,C,Metro,107738,5
185,TX,Texas,Bastrop County,4,54.0,3,0.041812087,0.010734454,0.010734913,0.010734052,0.074976787,0.156681197,0.182503412,0.137449436,0.337746926,0.010734554,0.010735539,0.0,0.0,0.0,0.0,C,Metro,88723,9
186,MO,Missouri,Bates County,1,66.0,2,0.0,0.0,0.0,0.0,0.0,0.678636312,0.0,0.0,0.253170699,0.0,0.0,0.0,4.6,12.8,20.7,B,Metro,16172,6
187,AR,Arkansas,Baxter County,1,70.5,2,0.696938813,0.030305693,0.030304505,0.030304434,0.030307539,0.030307321,0.030304557,0.030304864,0.030306781,0.030304873,0.030310599,0.0,7.3,15.3,21.4,B,Non-metro,41932,1
188,AR,Arkansas,Baxter County,7,70.5,3,0.11630897,0.091668444,0.078605491,0.009432315,0.116569921,0.037910007,0.107164576,0.038764264,0.141139266,0.039861714,0.194646015,0.0,7.3,15.3,21.4,B,Non-metro,41932,11
189,FL,Florida,Bay County,8,59.0,2,0.115243888,0.013239596,0.04331163,0.026390027,0.079209565,0.187361091,0.036224515,0.093278371,0.202309725,0.02072849,0.165870789,0.0,7.9,13.6,23.5,C,Metro,174705,9
190,FL,Florida,Bay County,82,59.0,3,0.059004237,0.049181392,0.081915517,0.045194467,0.077674033,0.149156915,0.102992472,0.073590302,0.157125668,0.051153904,0.129300818,0.0,7.9,13.6,23.5,C,Metro,174705,9
191,MI,Michigan,Bay County,5,69.0,2,0.275593579,0.026365191,0.0,0.0,0.044477637,0.071297438,0.028382334,0.078289998,0.0,0.0,0.434739298,0.0,8.6,16.3,32.1,B,Metro,103126,11
192,MI,Michigan,Bay County,21,69.0,3,0.067869616,0.114263999,0.049632431,0.079854332,0.116335882,0.056203635,0.030408223,0.023719464,0.094033407,0.084051852,0.255109263,0.0,8.6,16.3,32.1,B,Metro,103126,11
193,PR,Puerto Rico,Bayamon Municipio,4,76.0,1,0.097701772,0.013666422,0.013666057,0.210414443,0.013666329,0.013666506,0.013666209,0.180312803,0.133432921,0.064404434,0.232409877,0.0,6.4,12.8,24.0,A,Metro,169269,11
194,PR,Puerto Rico,Bayamon Municipio,1,76.0,2,0.010102751,0.309330493,0.010104722,0.010102519,0.010102927,0.302937359,0.010103262,0.010103339,0.306906343,0.010102892,0.010103407,0.0,6.4,12.8,24.0,A,Metro,169269,2
195,PR,Puerto Rico,Bayamon Municipio,25,76.0,3,0.093135972,0.099234603,0.064817426,0.093602334,0.033417556,0.065278317,0.046879143,0.203404386,0.06507102,0.053405838,0.160048704,0.0,6.4,12.8,24.0,A,Metro,169269,8
196,ID,Idaho,Bear Lake County,1,49.0,2,0.0,0.0,0.0,0.0,0.299228966,0.0,0.0,0.618903995,0.0,0.0,0.0,0.0,6.4,19.2,26.4,A,Non-metro,6125,8
197,NC,North Carolina,Beaufort County,8,73.0,3,0.010640503,0.141001322,0.072543731,0.206304338,0.010640456,0.151082314,0.074297799,0.160230411,0.104210194,0.019974108,0.025357266,0.0,9.3,21.1,35.1,C,Non-metro,46994,4
198,SC,South Carolina,Beaufort County,1,35.0,1,0.0,0.0,0.0,0.917351484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,20.2,35.4,B,Metro,192122,4
199,SC,South Carolina,Beaufort County,48,35.0,3,0.094339744,0.050232692,0.10574677,0.05576652,0.077968308,0.110028911,0.068582524,0.094638663,0.132463453,0.037625513,0.146369854,0.0,9.9,20.2,35.4,B,Metro,192122,11
200,LA,Louisiana,Beauregard Parish,1,66.0,3,0.0,0.0,0.0,0.0,0.0,0.242052376,0.0,0.0,0.0,0.0,0.689758778,0.0,4.1,9.3,15.4,C,Non-metro,37497,11
201,PA,Pennsylvania,Beaver County,5,60.5,2,0.077612164,0.049663302,0.045204943,0.002021684,0.002021722,0.039553767,0.024716512,0.048261485,0.018333338,0.07733906,0.579315656,0.0,3.5,8.8,18.2,A,Metro,163929,11
202,PA,Pennsylvania,Beaver County,70,60.5,3,0.096933862,0.072137778,0.036041243,0.086595002,0.079857831,0.056953119,0.070253423,0.106764867,0.066508196,0.177436969,0.126806557,0.0,3.5,8.8,18.2,A,Metro,163929,10
203,MT,Montana,Beaverhead County,1,47.5,3,0.0,0.0,0.0,0.0,0.0,0.289731473,0.0,0.0,0.0,0.26206547,0.382046223,0.0,9.5,18.4,31.1,B,Non-metro,9453,11
204,MN,Minnesota,Becker County,1,48.0,3,0.0,0.0,0.108119562,0.0,0.0,0.0,0.0,0.0,0.340297073,0.0,0.485450119,0.0,10.3,24.8,35.0,B,Non-metro,34423,11
205,OK,Oklahoma,Beckham County,5,61.0,3,0.045004193,0.073776657,0.023663786,0.180532928,0.005644064,0.005644089,0.049034237,0.242023129,0.282627708,0.005644019,0.062745941,0.0,8.8,14.1,23.3,C,Non-metro,21859,9
206,PA,Pennsylvania,Bedford County,1,63.5,3,0.0,0.359852016,0.0,0.0,0.250118017,0.0,0.0,0.0,0.323900372,0.0,0.0,0.0,5.5,9.3,19.2,B,Non-metro,47888,2
207,TN,Tennessee,Bedford County,3,70.0,3,0.013639585,0.0136398,0.013640887,0.013639972,0.013642163,0.013640334,0.326769331,0.013640564,0.263625561,0.01363951,0.280278596,0.0,5.5,10.2,17.8,D,Non-metro,49713,7
208,VA,Virginia,Bedford County,1,42.0,2,0.0,0.0,0.0,0.0,0.0,0.314703226,0.0,0.0,0.370058745,0.0,0.274804622,0.0,3.3,6.2,13.3,A,Metro,78997,9
209,VA,Virginia,Bedford County,8,42.0,3,0.023286562,0.195469744,0.17449482,0.059987068,0.133503937,0.025426536,0.099480417,0.00568468,0.191889342,0.005684586,0.057269596,0.0,3.3,6.2,13.3,A,Metro,78997,2
210,TX,Texas,Bee County,6,78.5,3,0.012904597,0.037282021,0.072615611,0.012904573,0.041115994,0.056605512,0.012904588,0.23279071,0.256303958,0.039336426,0.211628249,0.0,0.0,0.0,0.0,D,Non-metro,32565,9
211,NH,New Hampshire,Belknap County,5,36.0,3,0.002597823,0.059911625,0.11321201,0.002597753,0.124620947,0.056837057,0.061517138,0.002597786,0.200973332,0.128146676,0.202410907,0.0,0.0,0.7,1.3,A,Non-metro,61303,11
212,KY,Kentucky,Bell County,1,92.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.090954885,0.0,0.84607476,0.0,0.0,0.0,8.1,13.1,24.5,D,Non-metro,26032,9
213,TX,Texas,Bell County,8,70.0,1,0.098477055,0.01172683,0.134850515,0.090698893,0.022287949,0.011726511,0.095660737,0.053212572,0.147331104,0.280048084,0.037594054,0.0,0.0,0.0,0.0,D,Metro,362924,10
214,TX,Texas,Bell County,5,70.0,2,0.047545415,0.173290138,0.036066698,0.00454891,0.016767681,0.059884131,0.07156865,0.1193939,0.040353141,0.033487021,0.367747343,0.0,0.0,0.0,0.0,D,Metro,362924,11
215,TX,Texas,Bell County,107,70.0,3,0.066058866,0.068350204,0.073874552,0.104768316,0.085996903,0.098361851,0.057139923,0.087537397,0.184651505,0.039466237,0.110536926,0.0,0.0,0.0,0.0,D,Metro,362924,9
216,OH,Ohio,Belmont County,1,73.0,1,0.0,0.0,0.0,0.403840244,0.0,0.0,0.0,0.0,0.0,0.0,0.533200741,0.0,4.3,7.6,16.9,B,Metro,67006,11
217,OH,Ohio,Belmont County,16,73.0,3,0.010766251,0.055826402,0.102070614,0.179646163,0.027892735,0.232430331,0.077014189,0.061738156,0.121154733,0.045580705,0.057016326,0.0,4.3,7.6,16.9,B,Metro,67006,6
218,MN,Minnesota,Beltrami County,2,57.5,2,0.030311971,0.030310996,0.030310514,0.030310448,0.030310789,0.030311784,0.030310585,0.119767997,0.28029287,0.030310654,0.357451374,0.0,11.4,25.2,38.1,D,Non-metro,47188,11
219,MN,Minnesota,Beltrami County,7,57.5,3,0.148368761,0.104649757,0.039153668,0.047773408,0.075749891,0.117230811,0.024537325,0.254924502,0.063462586,0.0288219,0.037205786,0.0,11.4,25.2,38.1,D,Non-metro,47188,8
220,GA,Georgia,Ben Hill County,2,85.0,3,0.007583098,0.007583311,0.071667342,0.091143593,0.007583368,0.007583349,0.007582981,0.007583268,0.340605974,0.007582976,0.402586296,0.0,0.0,2.2,3.4,D,Non-metro,16700,11
221,CO,Colorado,Bent County,1,84.0,3,0.245321304,0.0,0.0,0.0,0.0,0.0,0.171321481,0.0,0.216874599,0.081439562,0.254728079,0.0,0.0,0.4,4.1,D,Non-metro,5577,11
222,AR,Arkansas,Benton County,9,53.5,1,0.079725342,0.028219971,0.028662083,0.008517427,0.102106285,0.215617717,0.008517148,0.096934969,0.144135383,0.226893052,0.03776718,0.0,5.4,9.1,20.7,B,Metro,279141,10
223,AR,Arkansas,Benton County,9,53.5,2,0.06652923,0.136480305,0.043290015,0.014032085,0.184423544,0.163384002,0.014032055,0.046214385,0.033535528,0.067501696,0.216430992,0.0,5.4,9.1,20.7,B,Metro,279141,11
224,AR,Arkansas,Benton County,78,53.5,3,0.100873309,0.062041741,0.110455975,0.051860735,0.075616279,0.077285831,0.064305261,0.089287698,0.161777903,0.07225833,0.102242499,0.0,5.4,9.1,20.7,B,Metro,279141,9
225,IA,Iowa,Benton County,3,48.0,3,0.040064521,0.171841887,0.0,0.102633923,0.043679734,0.10350426,0.0,0.306205591,0.0,0.03088744,0.165087819,0.0,6.8,18.2,31.1,A,Metro,25645,8
226,MN,Minnesota,Benton County,3,45.0,3,0.057721623,0.007577898,0.049164565,0.117793321,0.061860022,0.164218838,0.088123438,0.007577856,0.104598294,0.007578581,0.324688335,0.0,6.6,11.7,19.4,B,Metro,40889,11
227,OR,Oregon,Benton County,2,35.5,1,0.183775917,0.015151947,0.015151966,0.015151817,0.469690642,0.179853931,0.015151808,0.015151843,0.015153216,0.015152539,0.015153084,0.0,9.1,17.9,32.2,B,Metro,93053,5
228,OR,Oregon,Benton County,5,35.5,2,0.231308168,0.093137064,0.072164646,0.005304051,0.105853608,0.020381284,0.022231509,0.005304184,0.181201351,0.09149647,0.149395746,0.0,9.1,17.9,32.2,B,Metro,93053,1
229,OR,Oregon,Benton County,44,35.5,3,0.044553317,0.130527934,0.046690025,0.050468485,0.084564269,0.111102569,0.07475608,0.095352898,0.158484367,0.092438708,0.087976316,0.0,9.1,17.9,32.2,B,Metro,93053,9
